タイトル,あらすじ,ジャンル
ええじゃないか,慶応2年、突然日本各地に起こった、欲求不満を踊りに爆発させながら“伊勢まいり”に向かうという“ええじゃないか”騒動。今村監督は、この下層庶民騒動をクライマックスに、江戸の歓楽街･両国に集う種々雑多な人間たちの群像ドラマを描こうとしている。弾圧する側に女たちが尻をまくってみせるシーンが話題になった。,ヒューマンドラマ
希望の国,東日本大震災から数年後の日本のとある町。小野家と鈴木家は隣り合い、つつましくも幸せに暮らしていた。ある日、大震災が発生、それにつづく原発事故が、生活を一変させる。原発から半径20キロ圏内が警戒区域に指定され、強制的に家を追われる鈴木家と、道路ひとつ隔てただけで避難区域外となる小野家。そんな中、小野家の息子･洋一の妻･いずみが妊娠、子を守りたい一心から、放射能への恐怖を募らせていく…。,ヒューマンドラマ
執炎,古い因習を破って結ばれた、きよのと拓治。戦争の恐怖におののきながらも、二人は狂ったように愛を確かめあっていた。しかしついに、拓治のもとに赤紙が舞いこむ…。愛に生き、愛に死んだ一人の女を通して、人間の精神の美しさを追求した異色文芸大作。浅丘ルリ子出演百本記念。,"ヒューマンドラマ,恋愛,戦争"
ゴルゴ13 九竜の首,高倉健から〈千葉ゴルゴ〉誕生! アクション男優No.1千葉真一が、劇画界最高の人気作を題材に、香港長期ロケを敢行、日本映画史上初めてと言われる〈暗黒の聖城･九竜〉にカメラを持ち込んだ。ゴルゴ13という不吉な名で呼ばれる超A級スナイパーが、国際麻薬組織を相手にダイナミックなアクションを展開。香港トップスター“嘉倫”の協力を得て描く娯楽大作。世界の魔窟香港で未だ警察も足を踏み入れたことのない九竜城を舞台に、新機軸のアクションの連続で描く、超人気劇画完全映画化。,アクション
波の塔,政治ブローカーの夫から冷たくされている頼子と誠実な青年検事･小野木との甘美で危険な恋愛。その恋愛は純粋だったが突然の破局を迎える。小野木が追及する汚職事件の鍵を握る男、皮肉にもそれが頼子の夫だったのだ。やがて二人の愛は、頼子の言う「どこへも行けない道」に入っていく…。常に何かの罠が待ち受ける現代の中で、純粋な恋愛を貫く困難と、その恋が無惨に破れ去る姿を描いた中村登監督のショッキングな恋愛劇。,"恋愛,ヒューマンドラマ,サスペンス／ミステリー"
海燕ジョーの奇跡,フィリピン人とのハーフのジョーは、沖縄中のヤクザが大同団結して結成された琉球連合から破門された事で、解散声明を出した島袋一家に身を置いていた。ある夜、酔ったあげくの喧嘩がもとで、弟分の与那城寛敏が、琉球連合那覇派の連中にリンチされた上に射殺される。復讐として琉球連合理事長の金城盛光を射殺したジョーは、警察の前に車を乗り捨てたその足で安ホテルに潜伏、ジョーの親分島袋長幸の情婦ミッチーが経営するスナックでホステスをする恋人･陽子の助けを得て逃亡する。,"ヒューマンドラマ,青春,サスペンス／ミステリー"
HINOKIO,突然の事故で、母サユリを亡くした少年･岩本サトルは、ショックからリハビリを拒否し、車椅子で部屋に引きこもる生活をしていた。サトルの父で技術者の薫は、そんな息子を心配し、自ら開発したロボット〈H-603〉を与える。遠隔操作で自由自在に動くロボットを操作し、サトルは1年ぶりに学校に通い始める。サトルのロボットは材料にヒノキが使われていることから、“ヒノキオ”と命名される。ふとしたきっかけでガキ大将のジュンらと仲良くなったヒノキオ (=サトル) は、友情を知り、少しずつ心を開いていくのだが。,ヒューマンドラマ
愛する,遊びに来た東京で出会った青年と恋に落ちたミツは、その後まもなくハンセン病との診断を受ける…。生まれて初めて、人間としての生き方に目ざめた少女が、人を愛することで周囲の人たちにも多大な影響を与え、自分自身もまた聖なる魂へと昇華する青春物語。,恋愛
息子,“寅さんシリーズ”で数々の記録をうちたてた山田洋次監督が描く、もうひとつの情感あふれる世界。 都会でフリーター生活を送る息子と、母親の一周忌を機会に彼の帰りを田舎で待つ父親の対立と絆、ハンディを乗り越えた若者同士の恋、本当の幸福とは何かを大きく問いかけた名作。,ヒューマンドラマ
60歳のラブレター,長年連れ添った夫婦が口に出しては言えない互いへの感謝の言葉。身近だからこそ言えなかった言葉—。人気キャンペーン「60歳のラブレター」で全国から集まった9万通の愛の実話の感動の映画化。中村雅俊&原田美枝子、井上順&戸田恵子、イッセー尾形&綾戸智恵という実力派、個性派俳優陣が、3組のカップルのリアルな愛の形を映し出す。,"恋愛,ヒューマンドラマ"
俺たち賞金稼ぎ団,ビッグになりたい! そんな夢は誰にでもあるもの…でも、そんなに上手くいくもんじゃない。『劇団バズーカ』の面々も、そんな野望を抱いてはいるけれど、貧乏すぎて自主公演すらままならないのが現実。そんな彼らにある日、警視庁の青木 (金城) から驚くべき“依頼”が舞い込む。「懸賞金がかけられた犯人を追って欲しい」懸賞金は300万円。これさえあれば自主公演を大々的にできる! 彼らが選んだ逃亡犯を追う手段…それは“芝居”?! 異常に声の大きい脚本家兼演出の金原 (丸山) を始め、触られたら最後! 極度の女性恐怖症の黒田 (斉藤)、男でも女でもイチコロ! 稀代のモテ男･緑 (塩野)、最強のドS小悪魔･桜川 (今野) まで、とにかく濃すぎるキャラクターが勢揃い。そこに金原直々にヘッドハンティングされた就職活動中のダークヒーローオタク･赤井 (竜星) が参入! “バウンティハンター”ならぬ“バウンティーアクター”を結成する!,"コメディ,青春"
森のおんがくだん,とあるどこかの森の奥。アライグマがいつものように川で無我夢中で何かを洗っていると、そこにやさぐれたネズミとノリノリのリスが現れた。ネズミは言う「このまま腐っていていいのか!?」と。そしてアライグマに「バンドをやろう」と持ちかけてくる。彼らはこの時まだ知らなかった…自分たちが後世に語り継がれる伝説の渦中にいることを…。第1話から第13話までのショート13話を収録。,"アニメ,コメディ"
